GJ 1063               Wo 9128       03 44 51.13 +11 55 12.0   0.314   0.126 J03445108+1155118  6.927  6.318  6.204         Hipparcos
Gl 154.1 B            HIP 17544 B   03 45 24.12 -27 51 46.0   0.296   0.146 J03452415-2751451  6.310  5.772  5.603 f       Hipparcos
Gl 154.1 A            HIP 17544 A   03 45 24.13 -27 51 44.9   0.296   0.146 J03452415-2751451  6.310  5.772  5.603 f       Hipparcos
Gl 154                HIP 17609     03 46 20.14 +26 12 55.8   0.387  -0.197 J03462011+2612560  6.689  6.046  5.844         Hipparcos
GJ 3249                             03 46 45.43 -11 17 42.1   0.541   0.107 J03464538-1117422  9.002  8.455  8.188         2MASS
Gl 155                HIP 17651     03 46 50.89 -23 14 59.0  -0.160  -0.529 J03465090-2314585  3.609  3.393  3.353         Hipparcos
GJ 1064 A             Wo 9130 A     03 47 02.12 +41 25 38.2   0.596  -1.249 J03470204+4125397  6.618  6.192  6.120 d       Hipparcos
GJ 1064 B             Wo 9130 B     03 47 02.63 +41 25 42.3   0.596  -1.249 J03470256+4125438  6.949  6.481  6.347         Hipparcos
Wo 9131               HII 1284      03 47 04.21 +23 59 42.7   0.016  -0.041 J03470421+2359426  7.770  7.658  7.642 g       2MASS
GJ 3250                             03 47 20.88 +08 41 47.0   0.464  -0.638 J03472091+0841464  9.849  9.272  9.022         2MASS
Gl 155.1              Wo 9133       03 47 58.10 +02 47 16.1  -0.391  -0.424 J03475809+0247161  7.964  7.382  7.110         Hipparcos
Gl 153 A              HIP 17749     03 48 01.04 +68 40 22.3   0.125   0.247 J03480101+6840222  6.873  6.259  6.108         Hipparcos
Wo 9134               HIP 17748     03 48 01.12 -64 50 11.7   0.336   0.099 J03480111-6450117  6.630  6.314  6.241         Hipparcos
Gl 153 BC             HIP 17750 BC  03 48 01.74 +68 40 38.8   0.125   0.247 J03480174+6840388  7.379  6.798  6.572 e,f     2MASS
Wo 9132 AB            HII 1726      03 48 07.18 +24 08 31.5   0.010  -0.040 J03480718+2408315  8.220  7.987  7.939 d,e,f,g 2MASS
GJ 3248                             03 48 38.20 +73 32 35.3   0.416  -0.303 J03483822+7332352  7.994  7.355  7.166         2MASS
GJ 1064 C             Wo 9130 C     03 50 13.88 +43 25 40.7   0.374  -1.391 J03501388+4325407 11.097 10.669 10.519 c       2MASS
GJ 3251               HIP 17972     03 50 33.71 +63 27 18.5  -0.006  -0.234 J03503368+6327187  8.192  7.495  7.337         Hipparcos
GJ 1065                             03 50 44.29 -06 05 41.7  -0.413  -1.367 J03504432-0605400  8.570  7.998  7.751         2MASS
GJ 3252                             03 51 00.05 -00 52 44.9   0.040  -0.523 J03510004-0052452 11.302 10.609 10.232         2MASS
Wo 9135               HIP 18018     03 51 03.11 +23 54 13.2   0.151  -0.047 J03510309+2354134  8.106  7.540  7.395         Hipparcos
GJ 3253                             03 52 41.76 +17 01 04.2   0.412  -0.646 J03524169+1701056  8.933  8.375  8.053         2MASS
Gl 155.3              Wo 9137       03 53 19.70 -37 03 59.1  -0.409  -1.085 J03531971-3703587  8.743  8.211  7.948         Hipparcos
GJ 3254               HIP 18208     03 53 37.74 +28 08 53.2   0.103  -0.011 J03533774+2808532  6.322  5.913  5.821         Hipparcos
GJ 2032               HIP 18235     03 53 59.46 -23 08 13.5   0.336  -0.300 J03535944-2308131  5.137  4.752  4.553 c       Hipparcos
GJ 3256                             03 54 25.62 -09 09 31.6  -0.108   0.124 J03542561-0909316  7.817  7.198  6.950         2MASS
GJ 3255               HIP 18267     03 54 28.03 +16 36 57.8   0.220  -0.167 J03542799+1636582  5.384  5.102  4.995         Hipparcos
Gl 156                HIP 18280     03 54 35.47 -06 49 33.6  -0.005   0.528 J03543546-0649342  6.453  5.806  5.629         Hipparcos
Gl 155.2              Wo 9136       03 55 03.84 +61 10 00.5   0.437  -0.246 J03550380+6110006  6.196  5.728  5.691         Hipparcos
GJ 3257               HIP 18413 A   03 56 11.52 +59 38 30.8  -0.265   0.170 J03561156+5938309  5.229  4.910  4.800         Hipparcos
GJ 3258               HIP 18432     03 56 28.67 -25 10 52.8   0.107  -0.279 J03562864-2510525  5.540  5.097  4.992         Hipparcos
GJ 1066               HIP 18450     03 56 36.38 -41 20 36.9   0.064   0.093 J03563637-4120367  6.599  5.975  5.837         Hipparcos
Gl 156.1 A            Wo 9138 A     03 56 47.40 +53 33 36.7   0.310  -0.397 J03564739+5333369  7.809  7.121  6.961 d       Hipparcos
Gl 157 A              HIP 18512 A   03 57 28.70 -01 09 34.0  -0.182  -0.142 J03572871-0109338  6.063  5.486  5.341         Hipparcos
Gl 157 B              HIP 18512 B   03 57 28.92 -01 09 23.5  -0.182  -0.139 J03572892-0109232  7.773  7.162  6.927         Hipparcos
Gl 157.1              Wo 9140       03 59 53.67 +26 05 23.6   0.742  -0.234 J03595354+2605240  8.714  8.081  7.821         2MASS
GJ 3259                             04 00 26.68 +08 14 06.9  -0.348  -0.385 J04002668+0814069 14.562 14.343 14.122         2MASS
GJ 3260                             04 00 40.12 -23 04 52.3   0.067   0.005 J04004011-2304522  8.306  7.677  7.457         2MASS
Wo 9141                             04 01 07.56 +51 23 19.4   0.337  -0.783 J04010755+5123196  9.665  9.068  8.842         2MASS
Gl 156.2              Wo 9139       04 01 19.62 +76 09 33.7   0.331  -0.547 J04011954+7609343  6.146  5.595  5.455         Hipparcos
Gl 157.2                            04 01 36.59 +18 43 39.7   0.200  -1.210 J04013654+1843423 12.356 11.738 11.517 c       2MASS
Gl 159                HIP 18859     04 02 36.74 -00 16 08.1   0.151  -0.252 J04023675-0016078  4.712  4.342  4.181         Hipparcos
Gl 158                HIP 18915     04 03 15.00 +35 16 23.8   1.732  -1.356 J04031512+3516226  6.768  6.297  6.195         Hipparcos
Wo 9142               HIP 19024     04 04 30.68 +00 14 44.1  -0.202  -0.353 J04043067+0014440  6.954  6.649  6.542         Hipparcos
Gl 159.1                            04 04 34.13 +25 08 51.8   0.120  -0.230 J04043412+2508517 13.910 13.968 14.001 c       2MASS
Gl 160                HIP 19076     04 05 20.26 +22 00 32.1   0.172  -0.130 J04052023+2200321  4.907  4.499  4.381         Hipparcos
Wo 9143               HIP 19095     04 05 37.44 -27 39 06.5   0.200   0.094 J04053742-2739067  5.257  4.846  4.725         Hipparcos
GJ 3261                             04 05 38.89 +05 44 40.8   0.085  -0.126 J04053888+0544408  8.813  8.193  7.940         2MASS
Gl 160.2              Wo 9144       04 06 34.84 -20 51 11.2   0.054  -0.782 J04063483-2051103  7.439  6.854  6.702         Hipparcos
Gl 161.2              Wo 9146       04 07 03.66 -40 45 09.2  -0.074   0.315 J04070363-4045091  8.720  8.153  7.998         Hipparcos
GJ 3263                             04 07 20.50 -24 29 13.7   0.195  -0.629 J04072048-2429129  8.239  7.678  7.441         2MASS
Gl 162.1              HIP 19233     04 07 21.54 -64 13 20.2   0.197   0.334 J04072154-6413209  5.202  4.946  4.773         Hipparcos
Gl 160.1 AB           HIP 19255     04 07 34.35 +38 04 28.3   0.174  -0.231 J04073434+3804293  5.393  4.946  4.791 c,e,f   Hipparcos
Gl 162.2              HIP 19333     04 08 35.72 -59 31 36.6  -0.084  -0.118 J04083572-5931366  7.459  6.932  6.714 c       Hipparcos
Gl 161.1              Wo 9145       04 08 36.62 +38 02 23.0   0.167  -0.203 J04083660+3802230  4.794  4.512  4.284         Hipparcos
Gl 162                HIP 19337     04 08 37.40 +33 38 13.3   0.525   0.127 J04083742+3338134  7.016  6.395  6.178         Hipparcos
Gl 163                HIP 19394     04 09 15.67 -53 22 25.3   1.044   0.582 J04091567-5322254  7.948  7.428  7.135         Hipparcos
Gl 161                HIP 19422     04 09 35.04 +69 32 29.0   0.074  -0.299 J04093502+6932292  5.989  5.539  5.457         Hipparcos
GJ 3264               HIP 19431     04 09 40.89 -07 53 34.3   0.036   0.105 J04094089-0753343  5.728  5.337  5.228         Hipparcos
GJ 1068                             04 10 28.14 -53 36 08.2  -0.783  -2.396 J04102815-5336078  8.747  8.213  7.900         2MASS
GJ 3265                             04 11 13.12 +49 31 52.4   0.114  -0.469 J04111311+4931525  9.486  8.924  8.663         2MASS
GJ 3266                             04 12 17.01 +64 43 55.7   0.496  -0.416 J04121693+6443560  9.156  8.577  8.289         2MASS
GJ 1067               Wo 9147       04 12 42.17 +70 12 05.6  -0.101   0.030 J04124219+7012055  7.424  6.834  6.708         Hipparcos
GJ 3268                             04 12 47.49 -53 52 04.2   0.530   0.649 J04124748-5352043  9.507  8.923  8.682         2MASS
Gl 164                              04 12 58.80 +52 36 41.9  -0.366  -0.833 J04125880+5236421  8.773  8.248  7.915         2MASS
Gl 165 AB                           04 13 10.15 +50 31 41.4  -0.406  -0.209 J04131016+5031414  9.260  8.750  8.474 e,f     2MASS
GJ 3262               HIP 19739     04 13 55.89 +82 55 07.0   0.085  -0.249 J04135590+8255069  7.955  7.240  7.105         Hipparcos
Gl 165.2              Wo 9149       04 14 30.30 +03 01 19.4   0.109   0.270 J04143028+0301194  7.068  6.627  6.489         Hipparcos
GJ 1069               HIP 19832     04 15 09.53 -04 25 05.9   0.088  -0.091 J04150951-0425060  7.071  6.443  6.323         Hipparcos
GJ 3267               HIP 19841     04 15 13.72 +76 17 16.8   0.045  -0.242 J04151370+7617168  6.619  6.242  6.152         Hipparcos
Gl 166 A              HIP 19849     04 15 16.32 -07 39 10.3  -2.239  -3.420 J04151651-0739068  3.013  2.594  2.498         Hipparcos
Gl 166 C                            04 15 21.57 -07 39 21.3  -2.182  -3.439 J04152173-0739173  6.747  6.278  5.962         2MASS
Gl 166 B              HD 26976      04 15 21.80 -07 39 29.4  -2.182  -3.439 J04152196-0739254  9.849  9.986  9.861         2MASS
Gl 165.1              Wo 9148       04 15 32.41 +58 31 20.2   0.186  -0.219 J04153238+5831202  6.904  6.491  6.361         Hipparcos
GJ 3269               HIP 19862     04 15 33.68 +15 42 22.5   0.113  -0.026 J04153367+1542226  8.558  7.982  7.853         Hipparcos
Gl 167                HIP 19884     04 15 56.90 -53 18 35.3   0.785   0.396 J04155689-5318353  5.624  5.098  4.923         Hipparcos
Gl 167.1              Wo 9150       04 16 01.59 -51 29 11.9   0.102   0.185 J04160159-5129119  3.683  3.469  3.514         Hipparcos
Gl 167.3              Wo 9153       04 16 29.03 -59 18 07.8  -0.048  -0.167 J04162902-5918078  2.374  1.814  1.745         Hipparcos
GJ 2033               HIP 19948 A   04 16 41.68 -12 33 23.1  -0.076   0.226 J04164173-1233233  7.572  6.975  6.731         Hipparcos
Wo 9152               HIP 19976     04 17 02.02 -40 47 56.0   0.243   0.080 J04170199-4047559  8.109  7.550  7.381 c       Hipparcos
Gl 167.2              Wo 9151       04 17 09.07 -26 02 48.9   0.597   0.365 J04170903-2602492  8.793  8.179  8.027         2MASS
GJ 3270                             04 17 18.52 +08 49 22.1   0.136  -0.354 J04171852+0849220  9.030  8.483  8.182         2MASS
GJ 3272                             04 18 04.71 -49 01 30.0   0.047   0.504 J04180471-4901300  9.300  8.698  8.473         2MASS
GJ 2034                             04 21 05.56 -48 39 07.1   0.043  -0.554 J04210556-4839070 10.720 10.148  9.852         2MASS
Gl 168.3 A            Wo 9154 A     04 21 31.32 -25 43 42.9   0.048  -0.053 J04213130-2543427  5.372  5.250  5.194 c,f     Hipparcos
Gl 168.3 B            Wo 9154 B     04 21 31.32 -25 43 42.5   0.048  -0.053 J04213130-2543427  5.372  5.250  5.194 c,f     Hipparcos
Gl 168.3 C            Wo 9154 D     04 21 33.48 -25 43 09.1   0.003   0.043 J04213348-2543091  7.193  6.982  6.873 c       2MASS
Gl 168                HIP 20359     04 21 35.89 +48 20 13.2  -0.035   0.013 J04213589+4820130  7.478  6.896  6.753 c       Hipparcos
GJ 3274                             04 21 50.08 +21 19 42.9   0.123  -0.222 J04215005+2119433  9.080  8.431  8.205         2MASS
GJ 3271                             04 21 57.63 +75 08 28.0   0.571  -0.529 J04215749+7508285  8.545  7.978  7.758         2MASS
GJ 3275                             04 22 08.25 +19 15 21.8  -0.117  -0.021 J04220827+1915218  9.209  8.599  8.336         2MASS
Gl 168.1              Wo 9849       04 22 10.33 +19 29 00.2   0.001   0.003 J04221032+1929002 11.833 11.049 10.810         2MASS
GJ 3279                             04 22 12.50 -57 26 01.1  -0.255  -0.469 J04221249-5726011  8.082  7.495  7.210         2MASS
Gl 168.2              Wo 9850       04 22 13.49 +19 29 04.9   0.148  -0.237 J04221346+1929054 11.994 11.425 11.207         2MASS
GJ 3276                             04 22 14.14 +15 30 52.5   0.063  -0.030 J04221413+1530525 12.757 11.767 11.276         2MASS
GJ 1070                             04 22 33.49 +39 00 43.7   0.493  -0.514 J04223348+3900436 10.473  9.939  9.670         2MASS
GJ 3273               HIP 20434     04 22 37.57 +51 56 29.7   0.145  -0.094 J04223755+5156297  6.265  5.811  5.753         Hipparcos
GJ 3277               HIP 20457     04 22 58.92 +09 24 11.5  -0.059   0.064 J04225891+0924113  6.577  6.182  6.118         Hipparcos
GJ 3278                             04 23 59.14 +16 43 17.8   0.118  -0.021 J04235911+1643178  9.421  8.787  8.561         2MASS
Wo 9155 B             HIP 20552 B   04 24 11.59 -57 04 19.0  -0.102  -0.071 J04241158-5704191  5.892  5.642  5.549         Hipparcos
Wo 9155 A             HIP 20552 A   04 24 12.21 -57 04 16.8  -0.102  -0.071 J04241220-5704169  5.683  5.371  5.322         Hipparcos
GJ 3280                             04 24 49.23 +32 26 58.1   0.235  -0.141 J04244918+3226583  8.818  8.248  8.048         2MASS
GJ 3286                             04 24 56.19 -40 02 47.6  -0.033  -0.673 J04245619-4002469  9.530  8.985  8.665         2MASS
GJ 3281                             04 25 00.25 +16 59 05.7   0.100  -0.028 J04250024+1659057  8.486  7.980  7.830         2MASS
Wo 9156               HIP 20625     04 25 09.15 -64 04 48.3  -0.061   0.320 J04250916-6404486  6.717  6.451  6.315         Hipparcos
GJ 3282 A                           04 25 15.07 +08 02 55.9   0.145   0.010 J04251507+0802558  8.908  8.316  8.061         2MASS
GJ 3283 B                           04 25 16.92 +08 04 04.0   0.145   0.010 J04251691+0804039 10.422  9.836  9.572         2MASS
GJ 3284                             04 25 49.24 +15 31 16.5   0.127  -0.029 J04254922+1531165  9.118  8.511  8.326         2MASS
GJ 3285                             04 25 53.72 +12 11 48.3  -0.131  -0.226 J04255373+1211485 14.485 14.347 14.249         2MASS
GJ 3289                             04 26 19.92 +03 36 36.0  -0.115  -1.027 J04261992+0336359 11.623 11.072 10.693         2MASS
GJ 3288                             04 26 20.70 +04 32 30.6   0.633  -0.576 J04262070+0432305 15.474 15.182 15.168         2MASS
GJ 3290                             04 27 16.64 +17 14 30.6   0.106  -0.028 J04271663+1714305  9.714  9.067  8.826         2MASS
GJ 3287                             04 27 41.32 +59 35 16.5   0.113  -0.205 J04274130+5935167  9.975  9.431  9.147         2MASS
GJ 3291                             04 27 53.52 +11 46 54.8   0.311  -0.484 J04275352+1146548  9.699  9.133  8.893         2MASS
GJ 3293                             04 28 35.71 -25 10 09.4  -0.066  -0.517 J04283571-2510088  8.362  7.749  7.486         2MASS
Gl 169                HIP 20917     04 29 00.13 +21 55 21.7  -0.066   0.175 J04290013+2155214  5.674  5.050  4.875         Hipparcos
GJ 3292                             04 29 18.48 +14 13 59.5   0.236   0.172 J04291847+1413594  9.350  8.768  8.472         2MASS
GJ 3294                             04 30 23.96 +17 29 59.1   0.064  -0.027 J04302395+1729591 10.362  9.795  9.492         2MASS
Gl 170                              04 30 25.30 +39 50 59.5   0.255  -0.530 J04302527+3951000  9.113  8.528  8.246         2MASS
Gl 170.1              Wo 9157       04 30 33.63 +16 11 38.5   0.105  -0.025 J04303362+1611383  4.773  4.677  4.364         Hipparcos
Gl 169.1 A            HIP 21088 A   04 31 11.52 +58 58 37.5   1.300  -2.049 J04311147+5858375  6.622  6.012  5.717         Hipparcos
Gl 169.1 B            HIP 21088 B   04 31 12.57 +58 58 41.2   1.300  -2.049                                                Hipparcos
GJ 3298               HIP 21223     04 33 09.34 -36 56 45.8  -0.018   0.043 J04330933-3656458  6.918  6.425  6.267         Hipparcos
GJ 3296                             04 33 33.97 +20 44 45.8   0.438  -0.326 J04333393+2044461  9.769  9.240  8.960         2MASS
Wo 9158               HIP 21272     04 33 50.40 +05 23 06.1  -0.090  -0.278 J04335040+0523060  6.524  6.159  6.070         Hipparcos
GJ 3295               HIP 21276     04 33 54.27 +64 37 59.7  -0.080   0.041 J04335424+6437593  6.239  5.869  5.750         Hipparcos
GJ 1071               HIP 21284     04 34 01.22 -43 31 28.9   0.057  -0.077 J04340121-4331290  6.808  6.249  6.103         Hipparcos
GJ 3297                             04 34 15.93 +34 49 31.6   0.178  -0.285 J04341592+3449315  9.605  8.988  8.772         2MASS
GJ 3300               HIP 21327     04 34 38.50 -35 39 29.0  -0.100  -0.224 J04343850-3539288  6.250  5.944  5.813         Hipparcos
GJ 3299 AB            HIP 21352     04 34 53.11 +39 08 30.2  -0.078  -0.094 J04345314+3908301  7.183  6.679  6.592 e,f     Hipparcos
Gl 171.1 A            Wo 9159 A     04 35 55.24 +16 30 33.5   0.063  -0.189 J04355524+1630331 -2.095 -2.775 -3.044         Hipparcos
Gl 171.1 B            Wo 9159 B     04 35 57.00 +16 30 23.0   0.065  -0.189                                                Ivanov (2008, Cat I/306)
GJ 3301 AB                          04 36 00.07 +16 32 26.8   0.087  -0.035 J04360006+1632268  8.358  7.822  7.627 e,f     2MASS
Gl 171                HIP 21433     04 36 06.21 +55 24 44.1   0.546  -0.301 J04360621+5524441  6.702  6.319  6.201         Hipparcos
GJ 3302                             04 36 39.35 +11 13 17.5   0.539   0.329 J04363935+1113174 10.089  9.553  9.301         2MASS
Gl 171.2 B                          04 36 44.89 +27 09 51.6   0.245  -0.131 J04364490+2709514 14.598 14.232 14.136         2MASS
Gl 171.2 A            HIP 21482     04 36 48.24 +27 07 55.9   0.233  -0.149 J04364822+2707559  5.945  5.400  5.240         Hipparcos
GJ 3303                             04 36 56.23 -29 03 27.8   0.489   0.168 J04365618-2903279  9.627  9.081  8.802         2MASS
GJ 3305                             04 37 37.46 -02 29 28.3   0.046  -0.062 J04373746-0229282  7.299  6.639  6.413         2MASS
Gl 172                HIP 21553     04 37 40.93 +52 53 37.0   0.304  -0.476 J04374092+5253372  5.866  5.268  5.047         Hipparcos
Gl 173                HIP 21556     04 37 41.87 -11 02 20.0  -0.224  -0.196 J04374188-1102198  6.943  6.331  6.091         Hipparcos
GJ 3306                             04 37 47.41 -08 49 10.6   0.233  -1.502 J04374739-0849089 13.006 12.906 12.763         2MASS
Gl 172.1              HIP 21583     04 38 05.88 +46 14 01.2   0.000  -0.027 J04380586+4614012  4.915  4.229  4.080 c       Hipparcos
Wo 9160 B             HIP 21594 B   04 38 10.82 -14 18 13.4  -0.076  -0.167 J04381081-1418142  2.020  1.529  1.441 f       Hipparcos
Wo 9160 A             HIP 21594 A   04 38 10.82 -14 18 14.5  -0.076  -0.167 J04381081-1418142  2.020  1.529  1.441 f       Hipparcos
GJ 3304                             04 38 12.59 +28 13 00.1   0.362  -0.051 J04381255+2813001  8.173  7.616  7.326         2MASS
Wo 9161               HIP 21644 A   04 38 53.56 -12 07 23.3  -0.064  -0.018 J04385356-1207230  5.311  4.882  4.760 c       Hipparcos
Gl 173.1A             Wo 9162 A     04 39 42.61 +09 52 19.5  -0.017  -0.366 J04394259+0952194  7.149  6.620  6.513         Hipparcos
Gl 173.1B             Wo 9162 B     04 39 43.26 +09 51 46.8   0.006  -0.358 J04394326+0951467 10.263  9.715  9.421         2MASS
Gl 175 A              HIP 21756 A   04 40 17.76 -58 56 38.1   0.031   0.175 J04401778-5856380  5.520  5.213  5.113         Hipparcos
Gl 175 B              HIP 21756 B   04 40 18.20 -58 56 38.1   0.031   0.175 J04401813-5856380  5.520  5.213  5.113         Hipparcos
Wo 9163 AB            HIP 21765     04 40 29.26 -09 11 46.0  -0.107  -0.103 J04402927-0911458  7.133  6.515  6.271 e,f     Hipparcos
Gl 174.1 AB           Wo 9164 AB    04 40 33.71 -41 51 49.5  -0.141  -0.074 J04403374-4151495  3.944  3.654  3.724 e,f     Hipparcos
GJ 3307                             04 40 42.50 +02 13 52.2   0.173   0.050 J04404249+0213522  7.894  7.255  7.032         2MASS
Gl 174                HIP 21818     04 41 18.86 +20 54 05.4  -0.234  -0.254 J04411888+2054058  5.854  5.310  5.146         Hipparcos
Gl 176.1              Wo 9165       04 42 03.48 -37 08 39.5   0.046   0.195 J04420348-3708395  4.706  4.281  4.091         Hipparcos
Gl 176                HIP 21932     04 42 55.78 +18 57 29.4   0.657  -1.119 J04425581+1857285  6.462  5.824  5.607         Hipparcos
GJ 3308                             04 43 26.52 +19 00 18.8   0.015   0.026 J04432651+1900188  9.946  9.548  9.475         2MASS
Gl 176.2              Wo 9166       04 43 35.44 +27 41 14.6   0.055  -0.265 J04433543+2741150  6.314  5.872  5.759         Hipparcos
GJ 3309                             04 44 26.05 +27 51 44.1   0.102  -0.408 J04442604+2751445  7.908  7.298  7.106         2MASS
GJ 3310                             04 44 37.35 +29 49 16.1  -0.152  -0.225 J04443736+2949163  9.640  9.090  8.811         2MASS
Gl 176.3              Wo 9167       04 45 38.58 -50 04 27.2  -0.445  -0.335 J04453859-5004270  6.059  5.642  5.525         Hipparcos
GJ 3311                             04 46 18.50 +48 44 51.9   1.015  -0.647 J04461849+4844518 11.559 11.056 10.764         2MASS
GJ 3312               HIP 22196     04 46 26.92 +42 20 54.8  -0.002   0.068 J04462691+4220546  5.180  4.776  4.707         Hipparcos
GJ 3313                             04 47 11.75 +02 09 39.7  -0.260  -0.009 J04471174+0209396  8.308  7.674  7.451         2MASS
Gl 177                HIP 22263     04 47 36.29 -16 56 04.0   0.130   0.170 J04473628-1656041  4.466  4.116  3.999         Hipparcos
GJ 3314               HIP 22288     04 48 01.14 -10 56 01.1   0.082  -0.110 J04480112-1056009  7.338  6.772  6.602         Hipparcos
Gl 177.1              HIP 22336     04 48 36.38 -05 40 26.6   0.314  -0.249 J04483633-0540258  4.984  4.574  4.310 c       Hipparcos
Gl 178                HIP 22449     04 49 50.41 +06 57 40.6   0.463   0.012 J04495040+0657409  1.984  1.757  1.600         Hipparcos
GJ 3317               HIP 22451     04 49 52.33 -35 06 27.5  -0.026  -0.114 J04495233-3506273  5.896  5.443  5.334         Hipparcos
GJ 3315                             04 50 15.29 +45 58 49.9   0.209  -0.241 J04501526+4558501  8.533    ---  7.704         2MASS
GJ 3316                             04 50 50.53 +26 07 26.3   0.572  -0.230 J04505044+2607267  9.152  8.602  8.305         2MASS
GJ 1072                             04 50 50.93 +22 07 21.6   0.620  -0.412 J04505083+2207224  9.896  9.311  8.977         2MASS
Wo 9168               HIP 22596     04 51 43.56 +45 50 03.0   0.375  -0.562 J04514353+4550035  5.798  5.496  5.440         Hipparcos
Gl 179                HIP 22627     04 52 05.73 +06 28 35.5   0.146  -0.310 J04520573+0628356  7.814  7.209  6.942         Hipparcos
GJ 1073                             04 52 34.61 +40 42 24.2   1.190  -1.118 J04523448+4042255  9.071  8.551  8.306         2MASS
GJ 2035               HIP 22715     04 53 04.73 +22 14 06.6   0.151  -0.129 J04530470+2214069  6.882  6.389  6.286         Hipparcos
GJ 2036 B             HIP 22738 B   04 53 30.54 -55 51 31.7   0.130   0.073 J04533054-5551318  7.795  7.238  6.893         Hipparcos
GJ 2036 A             HIP 22738 A   04 53 31.21 -55 51 37.1   0.130   0.073 J04533119-5551372  7.197  6.623  6.338         Hipparcos
Gl 180                HIP 22762     04 53 49.98 -17 46 24.3   0.405  -0.651 J04534995-1746235  7.413  6.860  6.598         Hipparcos
GJ 3318               HIP 22772 A   04 53 55.56 -20 32 20.2  -0.031   0.240 J04535556-2032204  7.687  7.101  6.916         Hipparcos
GJ 3319               HIP 22787     04 54 04.21 -35 24 16.3   0.126   0.158 J04540419-3524164  6.249  5.887  5.770         Hipparcos
GJ 2037               HIP 22907     04 55 41.91 -28 33 50.1   0.187  -0.227 J04554189-2833500  6.190  5.686  5.545         Hipparcos
Wo 9169 B                           04 55 54.46 +04 40 16.4   0.122  -0.195 J04555445+0440164  8.501  7.872  7.621         2MASS
Wo 9169 A             HIP 22919     04 55 55.88 +04 40 13.5   0.136  -0.185 J04555588+0440135  5.972  5.728  5.626         Hipparcos
Gl 181.1              Wo 9171       04 55 57.74 -61 09 46.6   0.924  -0.600 J04555759-6109459  9.042  8.507  8.312         2MASS
Wo 9170               HIP 22940     04 56 10.69 +02 56 03.1   0.151  -0.292 J04561069+0256031  6.938  6.605  6.467 c       Hipparcos
GJ 1074               HIP 23140     04 58 45.99 +50 56 37.8   0.494  -0.345 J04584599+5056378  7.896  7.265  7.042         Hipparcos
Gl 181                HIP 23147     04 58 50.57 +49 50 57.4   0.111  -0.114 J04585058+4950572  6.925  6.241  6.104         Hipparcos
Gl 182                HIP 23200     04 59 34.83 +01 47 00.7   0.038  -0.094 J04593483+0147007  7.117  6.450  6.261         Hipparcos
Gl 182.1              HIP 23286     05 00 33.80 +14 23 01.7   0.033   0.054 J05003378+1423017  5.505  5.237  5.163 c       Hipparcos
Gl 183                HIP 23311     05 00 49.00 -05 45 13.2   0.550  -1.110 J05004896-0545117  4.389  3.797  3.706         Hipparcos
GJ 3320                             05 01 15.51 +24 52 24.7   0.229  -0.396 J05011551+2452245  8.084  7.488  7.205         2MASS
GJ 3321                             05 01 50.57 +03 45 55.1   0.130  -0.135 J05015057+0345551  8.079  7.475  7.233         2MASS
GJ 3323                             05 01 57.43 -06 56 46.6  -0.542  -0.551 J05015746-0656459  7.617  7.065  6.736         2MASS
GJ 3322               HIP 23418 A   05 01 58.80 +09 58 59.2   0.017  -0.082 J05015881+0958587  7.212  6.657  6.370         Hipparcos
Gl 186.1 A            Wo 9172 A     05 02 17.06 -56 04 49.9  -0.045   0.732 J05021706-5604501  5.821  5.451  5.385         Hipparcos
Gl 186.1 B            Wo 9172 B     05 02 22.58 -56 05 54.3  -0.065   0.617 J05022258-5605544  7.860  7.315  7.058         2MASS
Gl 185 AB             HIP 23452 AB  05 02 28.42 -21 15 23.9  -0.151  -0.258 J05022845-2115236  5.450  4.853  4.600 e,f     Hipparcos
Gl 187                HIP 23482     05 02 48.69 -49 09 05.1  -0.043   0.028 J05024868-4909050  4.844  4.507  4.395         Hipparcos
GJ 3325               HIP 23512     05 03 20.09 -17 22 24.8  -0.226  -0.448 J05032009-1722245  7.819  7.242  6.936         Hipparcos
Gl 186                HIP 23516     05 03 21.89 -23 15 00.9   0.285   0.162 J05032188-2315011  6.700  6.104  5.918         Hipparcos
Gl 184                HIP 23518     05 03 23.90 +53 07 42.5   1.305  -1.539 J05032402+5307412  7.001  6.414  6.172         Hipparcos
GJ 3324               HIP 23550     05 03 51.97 +24 58 22.1   0.122  -0.116 J05035196+2458221  5.876  5.387  5.326         Hipparcos
Gl 187.1              Wo 9173       05 04 05.55 -42 21 48.9   0.192  -0.131 J05040554-4221488  8.626  8.225  8.137         Hipparcos
GJ 3326                             05 04 14.76 +11 03 23.8  -0.069   0.200 J05041476+1103238  9.144  8.609  8.311         2MASS
GJ 3327                             05 05 11.79 -12 00 28.6  -0.180  -0.052 J05051180-1200285  9.103  8.501  8.245         2MASS
Gl 189                HIP 23693     05 05 30.66 -57 28 21.7  -0.032   0.118 J05053067-5728217  3.701  3.407  3.371         Hipparcos
GJ 1075               HIP 23708     05 05 47.37 -57 33 13.8  -0.033   0.121 J05054736-5733138  6.272  5.633  5.442         Hipparcos
GJ 3329                             05 05 52.45 -17 22 43.4   0.185   0.662 J05055243-1722440 14.739 14.408 14.397         2MASS
GJ 3328                             05 06 04.02 +04 20 14.3   0.364   0.091 J05060402+0420142  8.303  7.760  7.435         2MASS
